"","title","categories","published_year","average_rating","authors"
"4970","four blondes","Fiction",2001,2.82,"Candace Bushnell"
"4971","the house of morgan","Biography & Autobiography",2001,4.07,"Ron Chernow"
"4972","the eternal frontier","History",2002,4.05,"Tim Flannery"
"4974","charlie wilson's war","History",2003,4,"George Crile"
"4975","monster","Biography & Autobiography",1993,3.96,"Sanyika Shakur"
"4976","layer cake","Fiction",2004,3.99,"J. J. Connolly"
"4977","reservation blues","Fiction",2005,3.98,"Sherman Alexie"
"4978","lord malquist and mr. moon","Fiction",2006,3.4,"Tom Stoppard"
"4979","cold mountain","Fiction",2006,3.85,"Charles Frazier"
"4980","the labyrinth of solitude","History",1985,4.15,"Octavio Paz"
"4981","every good boy deserves favor and professional foul","Drama",1978,3.9,"Tom Stoppard"
"4982","exit the king, the killer, and macbett","Drama",1985,4.11,"Eug<U+00E8>ne Ionesco"
"4983","destroy, she said","Fiction",1986,3.68,"Marguerite Duras"
"4984","sexus","Fiction",1987,4.04,"Henry Miller"
"4985","tropic of capricorn","Fiction",1961,3.82,"Henry Miller"
"4986","the 10 commandments of parenting","Religion",2005,4,"H. Edwin Young"
"4987","little pilgrim's progress","Juvenile Fiction",2006,4.25,"Helen L. Taylor"
"4993","once upon a cool motorcycle dude","Juvenile Fiction",2005,4.08,"Kevin O'malley"
"4994","the pilgrim's regress","Religion",1981,3.86,"C. S. Lewis"
"4996","jesus and the eyewitnesses","Religion",2006,4.3,"Richard Bauckham"
"4997","the early history of god","Religion",2002,4.06,"Mark S. Smith"
"4998","pirates of venus","Fiction",1934,3.69,"Edgar Rice Burroughs"
"4999","the coming of the fairies","Fiction",2006,3.39,"Arthur Conan Doyle"
"5000","the lost continent","Fiction",2002,3.78,"C. J. Cutcliffe Hyne"
"5001","black elk speaks","Biography & Autobiography",2004,4.14,"Black Elk"
"5002","a lie and a libel","History",1996,3.56,"Binjamin W. Segel"
"5003","william shakespeare's twelfth night","Juvenile Fiction",2003,4.11,"Bruce Coville"
"5005","time for ballet","Juvenile Fiction",2004,3.71,"Ad<U+00E8>le Geras"
"5006","house of incest","Fiction",1989,3.8,"Ana<U+00EF>s Nin"
"5008","the 13th directorate","Fiction",1989,2.62,"Barry Chubin"
"5010","patty jane's house of curl","Fiction",1999,3.86,"Lorna Landvik"
"5012","a patchwork planet","Fiction",2001,3.79,"Anne Tyler"
"5013","horse heaven","Fiction",2003,3.88,"Jane Smiley"
"5014","the epic of gilgamesh","Literary Criticism",1989,3.67,"Maureen Gallery Kovacs"
"5016","taking god out of mathematics and putting the body back in","Philosophy",1993,4.06,"Brian Rotman"
"5017","human, all too human, i","Philosophy",2000,4.22,"Friedrich Wilhelm Nietzsche"
"5018","the golden country","Drama",2003,3.74,"Shusaku Endo"
"5021","clown","Juvenile Fiction",1998,3.97,"Quentin Blake"
"5023","the magic journey","Fiction",2000,3.91,"John Nichols"
"5024","robert frost","Biography & Autobiography",2000,4.13,"Jay Parini"
"5025","the milagro beanfield war","Fiction",2000,4.09,"John Nichols"
"5028","john adams","Biography & Autobiography",2003,3.88,"John P. Diggins"
"5029","ulysses s. grant","Biography & Autobiography",2004,3.85,"Josiah Bunting"
"5030","you come too","Juvenile Nonfiction",2002,4.16,"Robert Frost"
"5032","rosa","Juvenile Nonfiction",2005,4.35,"Nikki Giovanni"
"5034","in harm's way","History",2003,4.28,"Doug Stanton"
"5035","shakespeare's secret","Juvenile Fiction",2005,3.87,"Elise Broach"
"5036","the second world war","History",2004,4.19,"Martin Gilbert"
"5037","the nubian prince","Fiction",2006,3.56,"Juan Bonilla"
"5038","the historical atlas of new york city, second edition","History",2005,4.05,"Eric Homberger"
"5039","messenger of truth","Fiction",2006,3.99,"Jacqueline Winspear"
"5040","saint-exupery","Biography & Autobiography",2006,4.05,"Stacy Schiff"
"5041","the black cauldron","Juvenile Fiction",2006,4.14,"Lloyd Alexander"
"5042","taran wanderer","Juvenile Fiction",2006,4.14,"Lloyd Alexander"
"5043","the high king","Juvenile Fiction",2006,4.24,"Lloyd Alexander"
"5044","the foundling","Juvenile Fiction",2006,3.93,"Lloyd Alexander"
"5045","travels in the scriptorium","Fiction",2007,3.23,"Paul Auster"
"5046","the diaries of franz kafka","Biography & Autobiography",1965,4.23,"Franz Kafka"
"5047","the diaries","Biography & Autobiography",1988,4.23,"Franz Kafka"
"5048","the trial of god (as it was held on february 25, 1649, in shamgorod)","Fiction",1995,4.13,"Elie Wiesel"
"5049","the complete stories","Fiction",1995,4.35,"Franz Kafka"
"5050","the magic orange tree, and other haitian folktales","Fiction",1978,4.16,"Diane Wolkstein"
"5052","the z<U+00FC>rau aphorisms of franz kafka","Philosophy",2006,3.76,"Franz Kafka"
"5053","emma lazarus","Biography & Autobiography",2006,3.9,"Esther H. Schor"
"5054","the origins of totalitarianism","Philosophy",1951,4.27,"Hannah Arendt"
"5061","watchmen on the walls","History",1998,4,"Hannah Hurnard"
"5062","letters to children","Religion",1985,4.18,"Clive Staples Lewis"
"5063","things pondered","Religion",2004,4.09,"Beth Moore"
"5064","once upon a gulf coast summer","Fiction",2004,3.45,"Susan Oliver"
"5065","monkey business","Religion",2005,3.16,"Marvin N. Olasky"
"5069","warfare in the classical world","History",1995,4.13,"John Gibson Warry"
"5070","ovid's metamorphoses","Drama",1997,4.25,"Ovid"
"5071","regeneration through violence","Literary Criticism",2000,4.28,"Richard Slotkin"
"5072","so far from god","History",2000,3.93,"John S. D. Eisenhower"
"5073","selections from homer's iliad","Literary Criticism",2001,4.39,"Homer"
"5075","existentialism and human emotions","Philosophy",1985,3.84,"Jean-Paul Sartre"
"5076","wizard","Biography & Autobiography",1998,3.77,"Marc J. Seifer"
"5078","the minority report","Fiction",1999,4.19,"Philip K. Dick"
"5080","vicars of christ","Religion",2003,3.97,"Charles A. Coulombe"
"5081","the minority report","Fiction",2002,4.19,"Philip K. Dick"
"5083","edward lear","Juvenile Nonfiction",2001,3.9,"Edward Lear"
"5085","man's search for meaning","Biography & Autobiography",2006,4.36,"Viktor Emil Frankl"
"5086","lorca & jim<U+00E9>nez","Literary Criticism",1997,4.35,"Federico Garcia Lorca"
"5087","the poetics of space","Philosophy",1994,4.19,"Gaston Bachelard"
"5089","you can't be neutral on a moving train","Biography & Autobiography",2002,4.3,"Howard Zinn"
"5092","the midnight mystery (the boxcar children mysteries #95)","Juvenile Fiction",2003,3.94,"Gertrude Chandler Warner"
"5093","when i feel angry","Juvenile Fiction",2000,3.99,"Cornelia Maude Spelman"
"5094","a persian requiem","Fiction",1992,3.89,"S<U+012B>m<U+012B>n D<U+0101>nishvar"
"5095","einstein's 1912 manuscript on the special theory of relativity","Biography & Autobiography",2003,4.41,"Albert Einstein"
"5096","jasmine and stars","Literary Criticism",2007,3.63,"Fatemeh Keshavarz"
"5097","allusions in ulysses","Literary Criticism",1982,4.04,"Weldon Thornton"
"5098","the scotch-irish","History",1989,3.97,"James G. Leyburn"
"5100","the transcendence of the ego","Philosophy",1957,3.82,"Jean-Paul Sartre"
"5101","the weimar republic","History",1993,3.82,"Detlev J. K. Peukert"
"5102","love you until...","Religion",1999,4.67,"Lisa Mccourt"
"5103","wooden: a lifetime of observations and reflections on and off the court","Biography & Autobiography",1997,4.45,"John Wooden"
"5105","manna from heaven","Fiction",2003,3.95,"Roger Zelazny"
"5106","toast","Comics & Graphic Novels",2005,3.8,"Charles Stross"
"5107","anna karenina","Fiction",2004,4.04,"Leo Nikolayevich Tolstoy"
"5108","billy budd, sailor and other uncompleted writings","Fiction",2017,3.11,"Herman Melville"
"5109","the chain of chance","Literary Criticism",2000,3.71,"Stanis<U+0142>aw Lem"
"5110","his master's voice","Fiction",1999,4.11,"Stanis<U+0142>aw Lem"
"5111","a perfect vacuum","Fiction",1999,4.17,"Stanis<U+0142>aw Lem"
"5112","the phenomenon of life","Philosophy",2001,4.23,"Hans Jonas"
"5113","lewis carroll's jabberwocky","Juvenile Nonfiction",1996,4.14,"Graeme Base"
"5114","the lighthouse land","Juvenile Fiction",2006,3.6,"Adrian Mckinty"
"5115","babar's world tour","Juvenile Fiction",2005,3.84,"Laurent De Brunhoff"
"5116","ruby gloom's guide to friendship","Juvenile Nonfiction",2005,4.34,"Mighty Fine Inc."
"5119","the art of maurice sendak","Biography & Autobiography",1998,4.44,"Selma G. Lanes"
"5121","the boy who couldn't die","Juvenile Fiction",2005,3.68,"William Sleator"
"5124","the berlin stories","Fiction",1963,4.03,"Christopher Isherwood"
"5125","the air-conditioned nightmare","Fiction",1970,3.83,"Henry Miller"
"5126","m<U+00E9>moires, plaidoiries et documents","Biography & Autobiography",1969,3.81,"Henry Miller"
"5127","henry miller on writing","Literary Criticism",1964,4.23,"Henry Miller"
"5129","safe conduct","Biography & Autobiography",1958,3.79,"Boris Leonidovich Pasternak"
"5130","the flight of icarus","Fiction",1973,4.01,"Raymond Queneau"
"5137","deep river","Fiction",1996,3.92,"Sh<U+016B>saku End<U+014D>"
"5138","the samurai","Fiction",1997,3.95,"Sh<U+016B>saku End<U+014D>"
"5139","the daring young man on the flying trapeze, and other stories","Fiction",1997,4.21,"William Saroyan"
"5142","the red notebook","Fiction",2002,3.77,"Paul Auster"
"5143","borges and the eternal orangutans","Fiction",2005,3.79,"Lu<U+00ED>s Fernando Ver<U+00ED>ssimo"
"5145","october light","Fiction",2005,3.88,"John Gardner"
"5146","laughter in the dark","Fiction",1960,3.96,"Vladimir Nabokov"
"5148","the campfire collection","Fiction",2000,3.25,"Eric Martin"
"5151","chicago stories","Fiction",2003,3.56,"John Miller"
"5153","vincent's colors","Juvenile Nonfiction",2005,4.16,"Metropolitan Museum Of Art (New York, N.y.)"
"5155","edie","Biography & Autobiography",2006,4.22,"Melissa Painter"
"5157","twelfth night, or, what you will","Drama",1985,3.98,"William Shakespeare"
"5159","aeschylus, 1","Drama",1998,4.01,"Aeschylus"
"5160","euripides, 3","Drama",1998,3.88,"Euripides"
"5161","aeschylus, 2","Drama",1998,4.1,"Aeschylus"
"5162","the negro","History",2001,4.31,"W. E. B. Du Bois"
"5164","lord of the flies","Fiction",1959,3.67,"William Golding"
"5165","the last castle","Fiction",1989,3.71,"Jack Vance"
"5166","the invisible man","Fiction",1992,3.63,"H. G. Wells"
"5167","the last book of swords: shieldbreaker's story","Fiction",1995,3.88,"Fred Saberhagen"
"5168","pastwatch","Fiction",1997,3.97,"Orson Scott Card"
"5169","the medusa in the shield","Fiction",1991,3.98,"David G. Hartwell"
"5170","a fabulous formless darkness","Fiction",1992,4.21,"David G. Hartwell"
"5171","the sixth book of lost swords","Fiction",1991,3.81,"Fred Saberhagen"
"5172","the shadow rising","Fiction",1993,4.23,"Robert Jordan"
"5173","lord of chaos","Fiction",1995,4.12,"Robert Jordan"
"5174","hart's hope","Fiction",1988,3.47,"Orson Scott Card"
"5175","an armory of swords","Fiction",1996,3.79,"Fred Saberhagen"
"5176","red prophet","Fiction",1988,3.79,"Orson Scott Card"
"5177","anthonology","Fiction",1986,3.64,"Piers Anthony"
"5178","orion","Fiction",1992,3.71,"Ben Bova"
"5179","the call of earth","Fiction",1994,3.58,"Orson Scott Card"
"5180","the ships of earth","Fiction",1995,3.54,"Orson Scott Card"
"5181","a meeting with medusa","Fiction",1988,3.66,"Kim Stanley Robinson"
"5182","demons don't dream","Fiction",1994,3.8,"Piers Anthony"
"5183","roc and a hard place","Fiction",1996,3.75,"Piers Anthony"
"5184","seminole song","Fiction",1998,3.72,"Vella Munn"
"5185","a crown of swords","Fiction",1997,4.03,"Robert Jordan"
"5186","drum calls","Fiction",1998,3.68,"Jo Clayton"
"5187","blood of the fold","Fiction",1997,3.99,"Terry Goodkind"
"5188","the fourth book of lost swords","Fiction",1990,3.83,"Fred Saberhagen"
"5189","yon ill wind","Fiction",1997,3.75,"Piers Anthony"
"5190","a quantum murder","Fiction",1998,3.97,"Peter F. Hamilton"
"5191","shadow of the hegemon","Fiction",2001,3.94,"Orson Scott Card"
"5192","the dastard","Fiction",2001,3.81,"Piers Anthony"
"5193","swell foop","Fiction",2002,3.78,"Piers Anthony"
"5194","vale of the vole","Fiction",2000,3.6,"Piers Anthony"
"5195","up in a heaval","Fiction",2003,3.82,"Piers Anthony"
"5196","legends","Fiction",1999,3.88,"George R. R. Martin"
"5197","winter's heart","Fiction",2002,3.94,"Robert Jordan"
"5198","the sword of truth","Fiction",1998,4.29,"Terry Goodkind"
"5199","knife of dreams","Fiction",2006,4.14,"Robert Jordan"
"5200","the gate of fire","Fiction",2001,3.58,"Thomas Harlan"
"5201","ariadne's web","Fiction",2001,3.68,"Fred Saberhagen"
"5202","mindstar rising","Fiction",1997,3.92,"Peter F. Hamilton"
"5205","harry potter and philosophy","Fiction",2004,4.48,"David Baggett"
"5207","the lord of the rings and philosophy","Literary Criticism",2003,4.28,"Gregory Bassham"
"5208","superheroes and philosophy","Comics & Graphic Novels",2005,3.87,"Thomas V. Morris"
"5210","the undead and philosophy","Philosophy",2006,3.71,"Richard Greene"
"5211","the beatles and philosophy","Philosophy",2006,3.63,"Michael Baur"
"5215","living faith","Religion",1998,3.79,"Jimmy Carter"
"5216","theodore rex","Biography & Autobiography",2002,4.18,"Edmund Morris"
"5217","islam","Religion",2002,4.02,"Karen Armstrong"
"5218","king solomon's mines","Fiction",2002,3.8,"Henry Rider Haggard"
"5219","a working stiff's manifesto","Biography & Autobiography",2003,3.81,"Iain Levison"
"5220","funny in farsi","Biography & Autobiography",2004,3.79,"Firoozeh Dumas"
"5221","the birth of venus","Fiction",2004,3.8,"Sarah Dunant"
"5222","the knight of maison-rouge","Fiction",2004,3.89,"Alexandre Dumas"
"5223","a war like no other","History",2006,4.11,"Victor Davis Hanson"
"5224","selected stories of h.g. wells","Fiction",2004,3.98,"Herbert George Wells"
"5225","reading lolita in tehran","Biography & Autobiography",2004,3.6,"Azar Nafisi"
"5226","kim","Fiction",2004,3.72,"Rudyard Kipling"
"5228","rendezvous in black","Fiction",2004,3.96,"Cornell Woolrich"
"5229","no god but god","Religion",2006,4.13,"Reza Aslan"
"5231","the ox-bow incident","Fiction",2004,3.82,"Walter Van Tilburg Clark"
"5232","mountains beyond mountains","Biography & Autobiography",2004,4.22,"Tracy Kidder"
"5233","caribbean","Fiction",2005,3.91,"James Albert Michener"
"5234","the cossacks","Fiction",2006,3.79,"Leo Tolstoy"
"5236","summer crossing","Fiction",2006,3.44,"Truman Capote"
"5237","the alienist","Fiction",2006,4.06,"Caleb Carr"
"5238","the march","Fiction",2006,3.8,"E. L. Doctorow"
"5239","wonderland","Fiction",2006,3.79,"Joyce Carol Oates"
"5241","holding on to the air","Biography & Autobiography",2002,4.07,"Suzanne Farrell"
"5242","winter season","Biography & Autobiography",2003,3.91,"Toni Bentley"
"5243","the cave","Fiction",1959,3.73,"Robert Penn Warren"
"5244","the story of avis","Biography & Autobiography",1985,3.55,"Elizabeth Stuart Phelps"
"5245","echoes of the marseillaise","History",1990,3.51,"Eric J. Hobsbawm"
"5246","moods","Fiction",1991,3.4,"Louisa May Alcott"
"5248","girls who wore black","Literary Criticism",2002,3.66,"Ronna Johnson"
"5251","the gramsci reader","Philosophy",2000,4.28,"Antonio Gramsci"
"5252","cold counsel","Literary Criticism",2002,3.61,"Sarah M. Anderson"
"5253","george eliot","Biography & Autobiography",2001,4.03,"Kathryn Hughes"
"5254","marilyn monroe","Biography & Autobiography",1993,4.03,"Donald Spoto"
"5255","temptations","Biography & Autobiography",2002,4.13,"Otis Williams"
"5256","edgar allan poe, a to z","Biography & Autobiography",2001,4.33,"Dawn B. Sova"
"5258","christopher and his kind","Biography & Autobiography",2001,4.12,"Christopher Isherwood"
"5259","the condor and the cows","Biography & Autobiography",2003,3.82,"Christopher Isherwood"
"5260","filth","History",2005,4.17,"William A. Cohen"
"5261","the man who tricked a ghost","Juvenile Nonfiction",1993,3.83,"Laurence Yep"
"5264","notebook of a return to the native land","Literary Criticism",2001,4.08,"Aim<U+00E9> C<U+00E9>saire"
"5270","final rain","Fiction",1989,3.69,"Jerry Ahern"
"5271","bright star's promise","Fiction",1994,2.77,"Karen A. Bale"
"5272","a devilish dilemma","Fiction",1998,4.02,"Judith Lansdowne"
"5273","prince of magic","Fiction",1998,3.63,"Anne Stuart"
"5274","my lord eternity","Fiction",2003,3.74,"Debbie Raleigh"
"5275","see how she dies","Fiction",2004,3.92,"Lisa Jackson"
"5276","this christmas","Fiction",2005,3.2,"Jane Green"
"5277","my wicked pirate","Fiction",2006,3.9,"Rona Sharon"
"5278","cliffsnotes on shakespeare's king henry iv","Literary Criticism",1971,3.88,"James K. Lowers"
"5279","cliffsnotes on shakeapeare's twelfth night","Literary Criticism",1960,4.21,"J. L. Roberts"
"5280","all the king's men","Literary Criticism",1963,3.4,"L. David Allen"
"5281","cliffsnotes on tolstoy's anna karenina","Literary Criticism",1965,3.89,"Marianne Sturman"
"5282","cliffs notes on faulkner's as i lay dying","Literary Criticism",1969,3.85,"James L. Roberts"
"5283","cliffsnotes on wright's black boy","Literary Criticism",1971,3.75,"Carl Senna"
"5284","cliffsnotes on voltaire's candide","Literary Criticism",1965,3.4,"Francois Marie Arouet"
"5285","cliffsnotes on heller's catch-22","Literary Criticism",1976,3.56,"C. A. Peek"
"5286","cliffsnotes on euripides' medea & electra","Drama",1965,4.2,"Robert J. Milch"
"5287","cliffsnotes on williams' the glass menagerie & streetcar named desire","Literary Criticism",1965,3.78,"James L. Roberts"
"5288","cliffsnotes on flaubert's madame bovary","Literary Criticism",1964,3.23,"James L. Roberts"
"5290","cliffsnotes on wiesel's night","Literary Criticism",1996,3.4,"Maryam Riess"
"5291","cliffsnotes on hansberry's a raisin in the sun","Literary Criticism",1992,3.9,"Rosetta James"
"5292","cliffsnotes on faulkner's the sound and the fury","Literary Criticism",1963,3.83,"James L. Roberts"
"5293","cliffsnotes on hemingway's the sun also rises","Literary Criticism",1968,3.54,"Gary Carey"
"5295","the heidi chronicles","Literary Criticism",1990,3.73,"Wendy Wasserstein"
"5296","four baboons adoring the sun","Drama",1995,4,"John Guare"
"5297","a streetcar named desire","Drama",1953,3.98,"Tennessee Williams"
"5298","having our say","Drama",1996,4.06,"Emily Mann"
"5300","the diary of anne frank","Drama",2000,4.04,"Frances Goodrich"
"5301","wonder of the world","Drama",2003,3.94,"David Lindsay-Abaire"
"5302","an adult evening of shel silverstein","Drama",2003,4.02,"Shel Silverstein"
"5303","franz kafka's the castle","Drama",2001,4.07,"David Fishelson"
"5304","gunslinger","Fiction",1989,4.11,"Edward Dorn"
"5308","oprah winfrey","Juvenile Nonfiction",2002,3.82,"Katherine E. Krohn"
